id|cat_name|cat_id|fb_id|name|latitude|longitude
220734544727202|Hospital|133152263416981|220734544727202|Medicare Hospital|9.13610415|123.60374298
345796085439796|Local Business|2500|345796085439796|Salagdoong, Siquijor|9.2495939499791|123.58957279002
882147821862227|Public School|199405806739848|882147821862227|Basac National High School|9.24985|123.5927
184880485201490|Restaurant|273819889375819|184880485201490|U. Story Siquijor|9.16083|123.494
637372139657789|Beach Resort|199734546726648|637372139657789|Tori's Backpacker's Paradise|9.1456131655496|123.50705623627
427929443980086|Beach Resort|199734546726648|427929443980086|Salamangka Beach Resort|9.1716262|123.4766531
1076754412364486|Restaurant/Cafe|1900|1076754412364486|Cliffside BEACH and Resort|9.24985|123.5927
608061339324115|Food Stand|144362285623268|608061339324115|Dalahikan Grill Masters|9.17759|123.47164
308576215978971|Park|115090141929327|308576215978971|Butterfly Garden, Siquijor|9.19163834|123.602570605
1015955011801680|Hotel|164243073639257|1015955011801680|Aventura Bed and Breakfast Siquijor|9.1582815061471|123.49411725998
401111863260758|Event Planning|193705277324704|401111863260758|Hypersonic Pro Light & Sounds - Siquijor / Dumaguete City|9.2225304|123.5391235
432465496919591|History Museum|244600818962350|432465496919591|Marelle's Underwater World Museum|9.1461639723484|123.50040435791
